Year,Country,Industry,AI_Startups,Job_Postings,Skill,Avg_Salary_USD,Tool,Popularity_Score,Investment_Million_USD,Growth_Rate_%
2023,Germany,Automotive,225,7687,NLP,105633,ChatGPT,95,416.7,15.83
2021,Turkey,Manufacturing,500,8613,Machine Learning,130131,ChatGPT,70,460.4,19.2
2020,Norway,Finance,310,17112,NLP,105801,ChatGPT,85,219.1,9.11
2023,Indonesia,Telecom,241,11136,AI Tools,122123,PyTorch,74,363.4,27.68
2023,Singapore,Retail,210,19994,Python,82311,PyTorch,97,507.7,25.39
2024,Finland,Education,407,5239,Cloud Computing,104289,ChatGPT,81,657.8,8.93
2020,Finland,Healthcare,260,6108,NLP,79291,Copilot,87,977.6,23.5
2025,Norway,Manufacturing,446,6675,NLP,99774,TensorFlow,65,397,10.77
2025,Australia,Manufacturing,78,17007,Python,113650,TensorFlow,69,494.3,18.44
2023,Switzerland,Telecom,72,11876,NLP,106783,Gemini,71,669.6,27.4
2024,Netherlands,Retail,194,1149,NLP,111199,Claude,58,724,15.85
2023,Canada,Automotive,195,14391,Python,64051,ChatGPT,83,963.8,23.89
2020,China,Healthcare,143,3258,AI Tools,98081,Bard,99,509.3,23.01
2022,Singapore,Telecom,453,12364,NLP,136285,TensorFlow,75,816.5,22.2
2023,UK,IT,137,19062,Cloud Computing,143517,TensorFlow,92,111.6,13.89
2022,USA,Education,93,18697,Machine Learning,127778,Bard,82,112.2,22.46
2022,South Korea,Automotive,53,4663,Data Science,112832,Bard,65,822.7,19.57
2020,Japan,IT,201,10158,Data Science,118335,ChatGPT,70,116.2,27.57
2021,Italy,Automotive,137,9252,Data Science,133801,Gemini,50,374.8,11.15
2024,Singapore,Manufacturing,178,1552,Data Science,104086,Copilot,70,261.9,7.8
2023,Japan,IT,138,13734,Machine Learning,142704,TensorFlow,79,733.7,8.88
2024,Italy,IT,182,10057,AI Tools,76662,Copilot,94,481.4,18.29
2022,Canada,Manufacturing,203,2422,Python,101815,PyTorch,72,389.3,5.89
2020,Switzerland,IT,382,13592,Python,128841,Bard,71,113.1,27.68
2022,Spain,Retail,149,19095,NLP,119981,ChatGPT,90,144.4,13.47
2023,Singapore,Finance,127,2906,Data Science,88809,ChatGPT,75,574.6,9.3
2023,Denmark,Automotive,347,14702,Machine Learning,128917,TensorFlow,94,454.5,28.67
2024,Australia,Healthcare,420,6161,Python,118913,Claude,66,934.4,26.07
2025,Israel,Telecom,153,15944,Cloud Computing,145750,TensorFlow,68,442.1,29.16
2024,Singapore,Finance,112,8807,AI Tools,141601,Claude,50,942.1,16.51
2023,Israel,Telecom,115,4853,Cloud Computing,65596,TensorFlow,77,973.5,23.25
2024,Sweden,IT,288,18208,Cloud Computing,123815,Claude,72,61.4,8.96
2023,South Korea,Retail,441,10200,Python,104134,Bard,52,510.2,18.93
2023,Turkey,Healthcare,280,16783,Python,108234,Gemini,96,769.1,10.2
2023,Russia,Automotive,469,4597,Cloud Computing,116768,Claude,61,685.9,23.75
2022,Norway,Education,167,5141,Data Science,93219,Gemini,91,762.9,26.92
2020,UAE,Telecom,133,6450,Machine Learning,98193,Copilot,92,520.7,21.61
2023,Denmark,Telecom,254,12261,AI Tools,61081,Copilot,95,422.8,25.53
2024,Canada,Finance,76,11480,Data Science,76905,Gemini,51,224.8,29.58
2022,UAE,Retail,136,11268,Machine Learning,118249,PyTorch,97,894.4,24.73
2023,Brazil,Retail,474,1612,Python,68044,Claude,52,756.3,18.21
2025,France,Healthcare,447,3503,Cloud Computing,115971,PyTorch,71,154.1,20.01
2021,Brazil,Retail,193,1832,Data Science,142587,ChatGPT,66,477.6,8.36
2025,Singapore,Healthcare,225,9963,Cloud Computing,67442,Copilot,57,340.6,22.43
2021,Denmark,Retail,324,2982,AI Tools,65723,TensorFlow,66,917.1,8.22
2023,Turkey,Finance,200,5379,Machine Learning,148634,PyTorch,79,275.4,16.51
2022,France,Manufacturing,95,14114,Python,112261,Gemini,80,162,24.86
2025,France,Healthcare,287,12528,Python,124404,ChatGPT,60,172.6,25.04
2021,South Africa,Manufacturing,472,15086,Python,112198,Bard,50,869.6,8.99
2021,India,Healthcare,479,8549,Python,87403,TensorFlow,100,356.2,13.38
2025,Switzerland,Education,74,8428,AI Tools,103695,Gemini,85,922.5,20.49
2024,Netherlands,IT,227,20000,NLP,112604,Bard,58,643.6,5.86
2021,Norway,Manufacturing,293,8379,Cloud Computing,140910,Bard,97,621.1,25.59
2020,Indonesia,Telecom,162,15258,AI Tools,112583,Copilot,99,371.4,6.48
2025,Denmark,Finance,184,13795,AI Tools,146372,Claude,53,207.6,16.74
2021,Canada,Education,464,7468,AI Tools,80251,Claude,78,482.1,5.53
2022,Singapore,Healthcare,373,10995,Cloud Computing,98933,TensorFlow,52,272.5,18.2
2025,Finland,Healthcare,468,5861,Data Science,64177,PyTorch,62,611,6.3
2022,China,Retail,260,7295,AI Tools,125717,Bard,90,955.8,29.03
2020,Russia,Education,316,1020,Cloud Computing,96474,PyTorch,96,376.4,27.04
2023,South Korea,Automotive,486,5548,Python,70525,PyTorch,82,588.1,23.9
2024,Israel,IT,123,2283,NLP,118147,PyTorch,77,378.9,26.7
2024,UAE,Automotive,372,12618,Data Science,80178,Bard,73,347.4,27.74
2022,France,Finance,380,8864,NLP,109280,ChatGPT,81,999.6,21.93
2025,Russia,Automotive,117,10118,Python,85882,Gemini,61,744.6,16.15
2022,China,Healthcare,140,15850,AI Tools,131617,Bard,87,497.6,26.87
2020,Australia,IT,357,11791,Data Science,143349,Claude,62,567.8,28.5
2023,Sweden,Telecom,245,19225,Machine Learning,68075,Gemini,65,288.7,25.58
2021,Russia,IT,443,7112,Machine Learning,93687,ChatGPT,79,788.4,17.52
2020,Singapore,Telecom,397,3641,Python,67931,TensorFlow,50,411.3,5.07
2020,Norway,Automotive,83,10824,Python,61887,PyTorch,83,357.8,7.78
2020,UK,Manufacturing,426,3543,AI Tools,127471,Copilot,72,324.4,17.14
2021,Canada,Healthcare,308,13202,Data Science,148393,Copilot,93,173.2,25.76
2022,Germany,Education,283,1750,Data Science,88920,Gemini,81,590,12.79
2022,South Korea,Healthcare,186,7922,AI Tools,91914,TensorFlow,63,413.6,17.36
2021,Sweden,Telecom,386,8030,Python,136748,PyTorch,73,88.3,7.22
2020,Denmark,Manufacturing,162,15999,Python,124743,Bard,58,116.7,13.94
2022,Australia,Education,124,16831,Python,146714,Copilot,52,402.4,26.93
2025,South Africa,Finance,245,15518,Cloud Computing,120114,ChatGPT,78,505.7,17.78
2021,Brazil,Automotive,134,12133,AI Tools,135869,Bard,79,953.6,16.66
2020,South Korea,Education,237,18634,Cloud Computing,148067,TensorFlow,66,254.9,16.95
2023,Sweden,Automotive,307,12751,Data Science,93494,Claude,76,795.1,18.51
2025,Russia,Education,288,6476,Data Science,69356,Claude,75,952.1,26.47
2025,Mexico,IT,323,12106,Cloud Computing,123083,Bard,72,63.5,8.27
2020,Italy,Healthcare,214,3009,Machine Learning,90461,ChatGPT,70,897.1,7.53
2024,Brazil,Manufacturing,218,4187,NLP,143878,Bard,65,365.4,11.87
2023,China,IT,161,19552,AI Tools,136074,Claude,63,869.8,12.32
2021,Canada,Finance,124,18602,Data Science,101055,Claude,88,343.1,17.81
2022,Japan,Retail,311,18419,Cloud Computing,145313,ChatGPT,56,517.2,9.77
2021,Canada,IT,445,18631,Data Science,89254,Gemini,60,606.7,16.64
2023,Switzerland,Retail,242,18289,NLP,60760,Bard,80,922.4,28.67
2023,Australia,Retail,342,18534,Python,90599,ChatGPT,95,820.3,14.24
2022,Switzerland,Retail,72,14766,Data Science,87066,PyTorch,54,699.5,25.42
2022,UAE,Automotive,288,11921,Data Science,92127,Bard,53,722.4,23.43
2024,Switzerland,IT,443,8001,Machine Learning,113777,Claude,78,875.2,16.08
2020,UK,Education,237,8139,Python,110916,PyTorch,79,281,12.39
2021,Brazil,Automotive,465,1723,Data Science,89700,ChatGPT,58,85.7,16.11
2024,Japan,Automotive,455,2766,Cloud Computing,108055,Claude,88,284.9,10.01
2021,India,Finance,121,11869,Machine Learning,142777,Claude,99,793.2,11.54
2023,South Korea,Retail,250,4828,Cloud Computing,114255,PyTorch,50,282.3,26.87
2023,Australia,IT,393,13428,Cloud Computing,124984,Claude,50,225.1,6.64
2022,Sweden,Manufacturing,162,12616,NLP,120858,Copilot,56,172.3,8.81
2021,Sweden,Healthcare,337,12994,Cloud Computing,122127,Claude,60,211.1,22.09
2020,France,Healthcare,80,16424,Python,64864,Claude,72,156.6,25.53
2024,China,Healthcare,344,17106,Data Science,69361,Gemini,67,680.5,18.4
2022,South Africa,Automotive,163,16694,Data Science,91580,PyTorch,72,317,6.39
2022,Japan,Retail,399,8785,Python,146237,Gemini,61,100.5,12.9
2025,Russia,Manufacturing,387,18443,Data Science,75431,Claude,88,386.9,26.04
2022,Singapore,Finance,258,11071,Cloud Computing,108592,PyTorch,63,762.3,14.35
2020,Italy,Healthcare,248,17161,AI Tools,126214,ChatGPT,82,234.7,29.16
2020,Italy,Manufacturing,109,16584,NLP,84613,Gemini,59,322.2,8.24
2023,China,IT,171,13369,NLP,143752,TensorFlow,59,509.2,18.69
2023,UK,Finance,380,19442,Cloud Computing,70947,Copilot,94,994.9,23.29
2023,South Korea,Healthcare,119,19798,Data Science,144168,Claude,67,947,29.15
2020,China,Retail,287,19214,Machine Learning,121609,ChatGPT,51,971.9,29.82
2020,Finland,IT,348,10572,Python,136827,Gemini,87,349.5,25.21
2022,Russia,Education,422,11560,Data Science,132240,Claude,76,168.7,25.39
2022,Indonesia,IT,223,7724,Python,114655,Gemini,81,245.1,6.22
2024,Mexico,Finance,448,14028,AI Tools,127288,Claude,92,377.7,13.28
2022,South Korea,IT,351,7890,Cloud Computing,122659,ChatGPT,55,399.3,16.37
2025,Singapore,Telecom,140,14663,NLP,132759,Claude,96,225.7,17.4
2021,South Korea,Education,453,9430,NLP,107533,Copilot,77,764.8,27.38
2023,India,Manufacturing,87,15743,AI Tools,133986,Copilot,62,633,24.11
2025,Italy,Retail,390,5954,Data Science,94654,ChatGPT,85,303.3,19.8
2024,China,Healthcare,303,5768,Cloud Computing,144570,PyTorch,90,115.8,12.17
2021,Italy,Telecom,419,5843,Machine Learning,147836,PyTorch,51,480.3,14.16
2022,France,Automotive,328,15230,Cloud Computing,107892,Claude,75,537.3,26.83
2022,Finland,Retail,267,13628,AI Tools,82924,Gemini,90,171.7,13.58
2020,India,Retail,405,14304,Cloud Computing,109812,Gemini,94,553.8,5.26
2022,Brazil,Retail,198,8643,Cloud Computing,77576,Bard,92,933.2,21.8
2022,Norway,Manufacturing,344,15148,Python,91719,Copilot,56,667.9,27.91
2024,Denmark,Finance,150,13308,AI Tools,75880,Gemini,89,118.2,17.95
2023,USA,Manufacturing,228,9116,Data Science,72554,Claude,79,889.4,23.54
2020,Finland,Education,133,12337,Python,77240,Claude,62,633.7,29.48
2021,France,IT,388,8545,AI Tools,143004,Copilot,85,386,14.68
2022,Canada,Automotive,155,1279,Machine Learning,82604,Copilot,94,863,11.65
2022,Norway,Retail,115,8398,NLP,148177,TensorFlow,56,312.6,20.13
2023,Canada,Manufacturing,494,11352,NLP,63752,Bard,84,335.4,12.08
2025,Mexico,Automotive,204,5113,Data Science,126619,TensorFlow,52,806.4,7.09
2021,Mexico,Finance,69,15369,Machine Learning,86391,TensorFlow,84,934.2,21.04
2025,Indonesia,Automotive,103,7616,Python,123937,TensorFlow,64,171.5,26.03
2021,Norway,Telecom,478,8658,Machine Learning,128395,Bard,55,305.4,23.86
2021,Australia,Education,496,11217,NLP,116672,Claude,75,636.7,8.99
2020,Switzerland,Telecom,315,1739,NLP,94393,TensorFlow,92,312.4,15.43
2025,South Africa,Finance,358,16564,Machine Learning,130940,ChatGPT,70,926.7,5.35
2024,South Korea,Automotive,413,14938,Cloud Computing,107745,ChatGPT,59,855.9,19.19
2022,Indonesia,IT,175,11381,Cloud Computing,95843,PyTorch,81,709.2,26.61
2021,China,Manufacturing,375,9739,AI Tools,84004,Claude,65,477.4,8.67
2023,Mexico,Finance,197,8591,NLP,143496,PyTorch,66,93.7,28.23
2021,UAE,Finance,366,7138,NLP,88805,ChatGPT,88,760.6,12.13
2023,France,Healthcare,324,14424,Python,121729,TensorFlow,68,100.4,24.43
2024,USA,Automotive,198,15689,AI Tools,112744,TensorFlow,67,782.7,18.97
2021,China,Automotive,75,11883,AI Tools,125834,Bard,85,961,8.47
2020,Turkey,Retail,56,11021,Python,89106,ChatGPT,93,527.9,21.88
2025,Spain,Healthcare,196,2466,NLP,79183,Bard,67,297.6,14.65
2024,France,Finance,500,6305,Data Science,74563,Bard,91,578.2,27.7
2025,USA,Manufacturing,208,16238,NLP,100065,Claude,67,873.4,5.17
2020,South Africa,IT,420,17247,Data Science,62122,Bard,81,703.1,16.2
2022,Turkey,Finance,123,17443,Python,62518,Copilot,70,216,26.81
2025,Norway,Automotive,442,4283,Machine Learning,99243,Bard,68,231.5,9.22
2021,Turkey,Education,306,7092,NLP,85277,Claude,67,914.2,21.51
2021,Switzerland,Telecom,62,19640,AI Tools,76047,Copilot,92,52.3,27.34
2023,Denmark,IT,452,10691,AI Tools,62984,TensorFlow,92,171.9,10.13
2021,Singapore,Finance,477,13922,Python,76155,Claude,59,153.1,5.76
2022,China,Manufacturing,151,2496,Python,61560,Bard,55,800.1,22.32
2020,USA,Manufacturing,191,3082,Cloud Computing,83584,Gemini,64,700.7,18.9
2023,Germany,Retail,96,12783,NLP,83888,Bard,100,514.3,22.93
2021,India,Finance,437,2833,Python,127833,Gemini,63,961.9,15.57
2025,Italy,Telecom,104,15717,Machine Learning,118863,ChatGPT,81,665.6,16.61
2022,China,Automotive,357,4654,Data Science,133244,Claude,89,584,11.01
2020,Brazil,Education,332,5300,Data Science,108660,Copilot,86,337.2,10.46
2021,Indonesia,Telecom,248,12587,AI Tools,146045,Bard,64,876.4,22.56
2021,Brazil,Education,437,7212,NLP,99731,Bard,85,667.2,5.07
2020,South Africa,Automotive,119,11100,AI Tools,78491,PyTorch,70,798.5,12.91
2025,USA,Healthcare,317,11445,Cloud Computing,74266,PyTorch,90,823.8,18.84
2022,France,Finance,78,16710,Python,98321,Claude,89,531.2,25.14
2021,Russia,Telecom,153,7465,AI Tools,93305,TensorFlow,77,124.9,19.07
2020,Sweden,Finance,225,3944,Python,106081,Bard,81,773.5,23.54
2023,France,Retail,288,3698,NLP,101601,Copilot,86,256.9,18.24
2023,South Korea,Healthcare,214,1912,Cloud Computing,107449,ChatGPT,96,484.6,20.86
2020,Finland,Manufacturing,307,5841,AI Tools,135193,Claude,53,859.9,8.2
2022,France,IT,415,15188,Cloud Computing,100214,PyTorch,80,139.8,6.19
2023,France,Retail,497,5158,AI Tools,125723,TensorFlow,69,386,5.53
2024,Japan,IT,326,5214,Cloud Computing,109672,TensorFlow,53,624,14.79
2025,Spain,Education,272,6384,NLP,147425,Bard,81,394.8,24.15
2024,France,Manufacturing,448,13363,Python,122387,ChatGPT,65,670.1,22.03
2025,Sweden,Healthcare,376,15302,Data Science,76283,ChatGPT,84,921.7,25.92
2020,Russia,Finance,136,19412,Data Science,66862,ChatGPT,57,240.7,20.13
2020,Spain,Finance,152,8411,Data Science,72257,Claude,100,631.5,16.59
2025,Mexico,Healthcare,448,9194,NLP,148986,Claude,66,599.5,17.6
2021,Indonesia,Retail,474,5908,Cloud Computing,146041,ChatGPT,57,331.6,9.95
2021,Indonesia,Retail,159,9708,Data Science,105702,TensorFlow,57,440.5,18.97
2021,South Africa,Telecom,54,9638,Cloud Computing,84597,PyTorch,94,891.5,5.38
2025,India,Automotive,179,13789,NLP,110016,Bard,91,627.4,24.43
2023,South Korea,Education,255,9414,NLP,120361,Gemini,87,503.5,24.21
2022,China,Education,436,8035,Cloud Computing,83243,ChatGPT,66,571.2,17.43
2021,India,Retail,428,1795,AI Tools,88707,Claude,62,151.3,7.11
2021,Germany,Automotive,170,4120,Cloud Computing,137577,Claude,52,586.8,16.77
2021,Singapore,Automotive,340,18410,NLP,124195,ChatGPT,66,456.6,19.35
2021,Netherlands,Manufacturing,389,1405,Machine Learning,129579,PyTorch,83,535.6,29.34
2025,Japan,Automotive,165,19293,Machine Learning,67938,ChatGPT,76,165.9,20.28
2023,Spain,Healthcare,416,5772,AI Tools,94777,TensorFlow,80,750.7,23.36
2023,UAE,Automotive,443,6406,Machine Learning,111589,TensorFlow,81,632.7,18.85
2023,South Africa,Finance,117,7080,Cloud Computing,127904,TensorFlow,98,781,9.94
2020,South Korea,Healthcare,445,16990,Cloud Computing,89848,TensorFlow,75,682.3,10.76
2021,Indonesia,IT,113,17773,Machine Learning,114639,Claude,72,648.1,29.49
2023,South Africa,Retail,58,18238,Cloud Computing,131482,Copilot,66,242.8,6.12
2022,China,Manufacturing,120,9213,AI Tools,72925,Copilot,95,847.7,29.19
2023,Brazil,Education,56,14370,Python,82567,Gemini,93,926.3,6.46
2024,Spain,Education,280,7938,AI Tools,127059,TensorFlow,74,710.9,6.89
2020,USA,IT,486,14777,Python,64088,ChatGPT,63,992.9,27.64
2021,UAE,Finance,410,4367,Machine Learning,107397,ChatGPT,95,185.6,8.13
2024,Italy,Manufacturing,214,3475,Python,67058,ChatGPT,65,620.1,13.8
2024,Japan,IT,180,7991,Data Science,101757,Gemini,93,563.2,26.19
2022,France,Education,105,12005,AI Tools,68156,Bard,82,196.3,13.1
2023,UK,Healthcare,78,3103,Python,106681,ChatGPT,63,870.2,29.78
2023,Russia,Automotive,493,15624,NLP,64785,Copilot,77,523.1,14.78
2024,UK,Telecom,374,4919,Data Science,126525,PyTorch,95,450.8,22.91
2023,Germany,Education,288,14217,AI Tools,73254,ChatGPT,73,313,14.24
2020,Netherlands,Education,201,8732,Python,115282,Bard,60,96.6,29.92
2023,Russia,Automotive,395,16197,Machine Learning,88617,Claude,80,813,21.87
2024,Germany,Telecom,155,19519,NLP,87905,Claude,71,982.2,17.81
2020,Switzerland,Automotive,420,18202,NLP,122994,Gemini,75,790.3,19.64
2022,USA,Retail,316,13427,Cloud Computing,127360,Claude,84,219.2,5.24
2020,South Africa,Manufacturing,301,3302,NLP,67365,Bard,98,473.5,16.39
2022,Norway,Telecom,486,1293,AI Tools,137694,ChatGPT,82,857.3,15.92
2020,Mexico,Telecom,54,15543,NLP,135875,ChatGPT,96,540.8,21.28
2022,Mexico,Education,172,2988,Data Science,77633,ChatGPT,52,854.6,14.69
2020,UK,Education,493,18300,Machine Learning,102857,PyTorch,56,659.2,5.78
2025,Turkey,IT,125,15746,Cloud Computing,98274,Copilot,66,64.2,7.31
2023,Brazil,Automotive,285,4682,AI Tools,88417,Copilot,72,424.6,8.49
2023,Germany,Finance,76,3798,NLP,128744,Gemini,96,194.3,16.77
2024,Germany,Telecom,481,9874,Python,126078,Copilot,84,819.8,24.66
2025,India,Finance,424,1010,Data Science,82460,TensorFlow,81,920,16.96
2023,Australia,Education,312,5879,NLP,92443,Copilot,66,431,21.63
2024,South Korea,Manufacturing,400,17610,Cloud Computing,97959,Copilot,95,395.2,12.46
2021,Singapore,Finance,470,17607,Machine Learning,105624,Bard,89,659.2,22.7
2023,Finland,Retail,310,11322,Python,135605,Bard,89,921.3,10.83
2024,Sweden,Healthcare,323,19804,NLP,88961,ChatGPT,100,175.5,6.06
2020,Spain,Education,397,18703,Data Science,99414,TensorFlow,79,171.6,26.34
2025,Russia,Healthcare,145,3732,NLP,123389,ChatGPT,82,581.8,26.75
2023,Canada,Education,177,1357,Python,120055,Copilot,54,196.4,20.29
2024,Brazil,Education,385,13235,Cloud Computing,134856,ChatGPT,88,141.1,17.92
2022,India,IT,143,19065,NLP,145858,ChatGPT,80,487.7,23.46
2023,France,Finance,314,10176,Machine Learning,77006,Claude,68,807,23.68
2021,Singapore,Healthcare,303,4774,Machine Learning,67540,Claude,55,167.6,10.91
2022,USA,Automotive,467,9481,Machine Learning,113536,Gemini,55,181.8,27.41
2024,Germany,IT,110,4437,Machine Learning,106413,ChatGPT,80,738.2,10.61
2020,Switzerland,Telecom,108,16658,Data Science,144749,Bard,62,66.9,25.24
2024,Japan,IT,188,1078,NLP,109571,PyTorch,96,785.9,8.9
2024,Turkey,Manufacturing,380,18915,Cloud Computing,129267,Copilot,87,910,6.36
2024,China,IT,376,16981,Cloud Computing,125128,PyTorch,99,778.4,27.6
2025,Singapore,Finance,308,5198,Data Science,133809,TensorFlow,79,960.9,17.2
2022,Singapore,Retail,214,13619,AI Tools,142891,Copilot,77,125.2,26.18
2024,Sweden,Retail,88,12079,Cloud Computing,149908,Copilot,87,349.6,6.97
2021,France,Retail,172,5342,AI Tools,80262,Claude,54,966.2,8.77
2024,Denmark,Telecom,115,7438,Python,65389,ChatGPT,100,628.5,18.37
2025,Netherlands,Education,279,5412,Cloud Computing,101375,Copilot,70,519,16.12
2021,Israel,Retail,94,18197,Machine Learning,94766,ChatGPT,66,883.6,12.42
2021,Russia,Education,453,2691,Machine Learning,60897,Gemini,68,938.8,6.47
2025,Mexico,Healthcare,162,5888,Machine Learning,75576,Copilot,52,746.1,27.91
2022,India,Education,107,1944,Data Science,61510,PyTorch,82,782.9,27
2022,Japan,Retail,307,13897,Machine Learning,61914,Gemini,94,628,24.84
2022,India,Telecom,334,11139,Data Science,132358,PyTorch,88,183.4,28.72
2023,South Korea,Telecom,272,13389,Machine Learning,121309,Copilot,91,447.4,27.96
2023,Denmark,Retail,339,2574,AI Tools,67088,Gemini,63,483.3,24.3
2022,Brazil,Automotive,402,18514,Machine Learning,70868,PyTorch,90,997.4,28.18
2023,Turkey,Education,96,15837,Machine Learning,113618,Claude,79,661.2,20.31
2025,Switzerland,Telecom,402,9653,Cloud Computing,113034,Gemini,67,348.6,22.36
2020,Germany,IT,453,17766,AI Tools,64639,Bard,76,901.4,25.76
2022,Australia,Finance,96,15039,Cloud Computing,108965,Gemini,79,55.5,25.31
2022,Norway,Healthcare,221,18537,NLP,141438,Copilot,69,594.2,28.25
2022,Singapore,IT,404,2970,AI Tools,125384,PyTorch,77,382.2,14.84
2020,Norway,Healthcare,303,15495,AI Tools,81216,Gemini,68,560.1,7.52
2021,Mexico,Manufacturing,375,3756,Python,70531,PyTorch,93,823.8,26.3
2024,UK,Education,377,13849,AI Tools,146319,ChatGPT,75,72,5.55
2023,Germany,Healthcare,66,12495,NLP,142733,ChatGPT,59,388.8,28.02
2024,South Africa,Healthcare,160,3347,Python,79456,ChatGPT,96,509.2,15.18
2022,Israel,Education,68,2602,NLP,120133,Claude,94,573.9,20.87
2025,Finland,Healthcare,267,16820,NLP,123923,Copilot,88,435.3,9.44
2024,Germany,Healthcare,296,8878,Python,124762,PyTorch,92,834.1,17.65
2021,Brazil,Manufacturing,220,7813,Python,121768,ChatGPT,58,251.3,26.9
2020,South Africa,Education,303,3450,Machine Learning,117978,ChatGPT,63,300.8,21.25
2020,Indonesia,Automotive,274,4589,Cloud Computing,94010,Gemini,70,232,13.3
2024,South Korea,IT,294,1685,AI Tools,145993,Copilot,90,269.4,27.13
